date,symbol,open,high,low,close,volume,amount
2026-05-18,920096.BJ,70.0000,112.0100,70.0000,112.0100,15388314,1222701206.00
2026-05-19,920096.BJ,89.8600,98.7600,85.0000,88.8800,10959312,996102514.00
2026-05-20,920096.BJ,90.0000,109.1800,88.0100,102.3500,9956213,981915977.00
2026-05-21,920096.BJ,97.1200,100.9000,85.6800,86.6400,7920740,740205768.00
2026-05-22,920096.BJ,86.9400,87.0700,74.9200,77.0000,6790124,533876249.00
2026-05-25,920096.BJ,73.0000,74.9000,65.8100,66.5600,5929080,410566241.00
2026-05-26,920096.BJ,66.0000,66.1000,60.0000,64.2000,4143432,262127717.00
2026-05-27,920096.BJ,62.5000,69.7600,62.3300,65.2900,4204906,283830459.00
2026-05-28,920096.BJ,63.1000,68.0000,62.3900,62.7000,3685278,239506689.00
2026-05-29,920096.BJ,62.9200,66.6600,59.0000,64.1500,4497965,281539414.00
2026-06-01,920096.BJ,62.7000,62.7600,58.0200,58.0200,3161891,190098067.00
2026-06-02,920096.BJ,57.0100,58.4000,55.0000,57.0000,2480089,140904234.00
2026-06-03,920096.BJ,56.7800,57.9400,52.9800,53.0000,2853700,157273508.00
2026-06-04,920096.BJ,53.0000,65.4000,53.0000,63.6000,5981254,360087619.00
2026-06-05,920096.BJ,65.0000,74.5000,63.8000,66.7100,6837172,474707372.00
2026-06-08,920096.BJ,62.7400,72.7200,56.0000,72.3200,6000889,395333526.00
2026-06-09,920096.BJ,70.0000,71.3800,65.9200,67.0000,4362452,297804467.00
2026-06-10,920096.BJ,66.5100,66.5100,59.1100,59.4000,3310235,205192785.00
2026-06-11,920096.BJ,57.0000,63.5000,55.1600,57.3000,3001512,177289742.00
2026-06-12,920096.BJ,56.7100,59.8600,53.7000,53.9700,2621364,147591345.00
2026-06-15,920096.BJ,55.5000,55.9900,52.0000,54.2200,2174899,118101769.00
2026-06-16,920096.BJ,55.2500,58.6500,53.1100,58.2500,2795347,157743388.00
2026-06-17,920096.BJ,58.3000,62.6600,58.0100,59.2700,3326860,200775019.00
2026-06-18,920096.BJ,59.1600,59.1700,55.7000,56.7200,2629995,149727689.00
