date,symbol,open,high,low,close,volume,amount
2025-02-06,300063.SZ,9.6600,10.2500,9.5000,10.2500,101886637,1013177524.00
2025-02-07,300063.SZ,10.0600,10.5600,10.0000,10.2000,121862581,1254502526.00
2025-02-10,300063.SZ,10.1300,10.5000,10.0800,10.3700,93994409,965371648.00
2025-02-11,300063.SZ,10.2900,11.6900,10.0900,11.0800,172837887,1863849403.00
2025-02-12,300063.SZ,10.7100,11.1100,10.6300,10.9000,114527710,1240542742.00
2025-02-13,300063.SZ,11.0600,11.6000,10.9000,10.9800,142840337,1612873554.00
2025-02-14,300063.SZ,10.8100,10.9600,10.3800,10.7600,102408773,1089659919.00
2025-02-17,300063.SZ,10.7000,11.1800,10.6800,10.9900,87569232,957296530.00
2025-02-18,300063.SZ,10.8300,10.8300,10.0000,10.0000,94459053,980998199.00
2025-02-19,300063.SZ,9.8900,10.1900,9.8900,10.1700,64008150,643843977.00
2025-02-20,300063.SZ,10.1400,10.5100,10.0700,10.2500,69652566,716758433.00
2025-02-21,300063.SZ,10.1700,10.3900,9.9400,10.3800,77496217,790871286.00
2025-02-24,300063.SZ,10.4000,11.3300,10.2000,10.9600,147630529,1601036054.00
2025-02-25,300063.SZ,10.6600,10.6800,10.3300,10.4700,97714000,1027080415.00
2025-02-26,300063.SZ,10.4700,10.6300,10.3400,10.4700,60523499,631927459.00
2025-02-27,300063.SZ,10.4300,10.5700,10.0800,10.2400,58462861,603293464.00
2025-02-28,300063.SZ,10.0800,10.1800,9.3000,9.3600,69980150,680901375.00
2025-03-03,300063.SZ,9.3800,9.6000,9.2700,9.4500,33197100,313922190.00
2025-03-04,300063.SZ,9.3600,9.5300,9.3000,9.5200,25250438,239047835.00
2025-03-05,300063.SZ,9.5200,9.6700,9.3900,9.6500,35165141,336256587.00
2025-03-06,300063.SZ,9.6700,10.1600,9.6700,10.0200,60430211,601145370.00
2025-03-07,300063.SZ,10.0500,10.1700,9.8000,9.8800,48563800,485693470.00
2025-03-10,300063.SZ,9.9700,9.9700,9.7400,9.8200,25359511,248789815.00
2025-03-11,300063.SZ,9.6500,9.8500,9.5300,9.8200,24366200,237020292.00
2025-03-12,300063.SZ,9.8500,10.0400,9.8200,9.8400,37143761,368951993.00
2025-03-13,300063.SZ,9.8000,9.8400,9.3700,9.5000,34695700,331366271.00
2025-03-14,300063.SZ,9.4900,9.7400,9.4200,9.7200,28864850,277886989.00
2025-03-17,300063.SZ,9.7700,9.8200,9.6700,9.7100,23442950,227954821.00
2025-03-18,300063.SZ,9.7200,9.7600,9.6000,9.6800,22570200,218215757.00
2025-03-19,300063.SZ,9.6100,10.0500,9.4600,10.0100,64845426,633414529.00
2025-03-20,300063.SZ,10.1000,10.1700,9.7600,9.7600,53880053,535729581.00
2025-03-21,300063.SZ,9.5800,9.7400,9.5000,9.5000,30176690,288874834.00
2025-03-24,300063.SZ,9.3700,9.4400,9.0000,9.1700,38248976,349501462.00
2025-03-25,300063.SZ,9.1000,9.1600,8.8000,8.8200,28999626,258999457.00
2025-03-26,300063.SZ,8.7800,9.3400,8.7500,9.1600,36274399,331113913.00
2025-03-27,300063.SZ,9.1700,9.3100,8.9900,9.1000,23419150,214790409.00
2025-03-28,300063.SZ,9.0500,9.3700,9.0100,9.2400,33475416,307989121.00
2025-03-31,300063.SZ,9.0900,9.2400,9.0200,9.1700,21164850,193141792.00
2025-04-01,300063.SZ,9.1900,9.4900,9.1600,9.3000,29932950,279225549.00
2025-04-02,300063.SZ,9.2500,9.6000,9.2200,9.5100,40910200,387368268.00
2025-04-03,300063.SZ,9.3900,9.5300,9.2300,9.2700,28754600,269006366.00
2025-04-07,300063.SZ,8.3800,8.6500,7.4200,7.4200,44943597,352507013.00
2025-04-08,300063.SZ,7.3000,7.7900,7.1800,7.5700,42847289,323079283.00
2025-04-09,300063.SZ,7.4000,7.9000,6.5100,7.7900,52699079,386720794.00
2025-04-10,300063.SZ,8.0000,8.3400,8.0000,8.0400,47266622,386020386.00
2025-04-11,300063.SZ,7.9500,8.1500,7.9500,8.0300,28461487,229535887.00
2025-04-14,300063.SZ,8.2000,8.3300,8.1700,8.2500,30430956,250892475.00
2025-04-15,300063.SZ,8.2500,8.4400,8.1500,8.2900,28111002,233155934.00
2025-04-16,300063.SZ,8.3000,8.3400,8.0000,8.0900,25016700,203981706.00
2025-04-17,300063.SZ,8.0100,8.1900,7.9800,8.0400,17711400,143488033.00
2025-04-18,300063.SZ,8.0500,8.1100,7.9300,8.0300,17100200,137173109.00
2025-04-21,300063.SZ,8.0100,8.2800,7.9600,8.2700,22891700,187396996.00
2025-04-22,300063.SZ,8.2500,8.3100,8.1300,8.1600,17690100,144887153.00
