date,symbol,open,high,low,close,volume,amount
2025-02-06,605255.SH,13.1900,13.3100,13.0300,13.2800,1121600,14925571.00
2025-02-07,605255.SH,13.3400,14.6100,13.2200,14.6100,4030600,58106284.00
2025-02-10,605255.SH,14.3800,14.4700,13.9400,14.0200,8519500,121019516.00
2025-02-11,605255.SH,13.9400,14.0500,13.7300,13.8200,4211878,58842830.00
2025-02-12,605255.SH,13.7500,13.8900,13.6600,13.8100,3063000,42530420.00
2025-02-13,605255.SH,13.8100,13.9100,13.5400,13.6100,2604100,35838222.00
2025-02-14,605255.SH,13.5400,13.7600,13.4400,13.5400,1912378,26163288.00
2025-02-17,605255.SH,13.5400,13.7800,13.4000,13.7400,2844100,39047562.00
2025-02-18,605255.SH,13.6900,15.1200,13.5900,15.1200,8330389,123797133.00
2025-02-19,605255.SH,16.5600,16.6200,16.5600,16.6200,4026011,67377158.00
2025-02-20,605255.SH,18.2900,18.2900,18.2900,18.2900,528600,9747384.00
2025-02-21,605255.SH,20.1000,20.1000,16.8300,17.0900,24919283,460239362.00
2025-02-24,605255.SH,15.7300,16.0500,15.3800,15.4400,17434111,274118623.00
2025-02-25,605255.SH,14.9100,15.1500,14.7000,15.0000,9037873,136486139.00
2025-02-26,605255.SH,15.0100,15.1100,14.9000,14.9700,6120493,92542278.00
2025-02-27,605255.SH,14.9700,15.0400,14.6000,15.0100,6245226,93500950.00
2025-02-28,605255.SH,14.8400,14.9800,14.4900,14.5000,4383600,64918908.00
2025-03-03,605255.SH,14.5800,14.6700,14.2800,14.3700,3218137,46991925.00
2025-03-04,605255.SH,14.2700,14.6500,14.1900,14.6300,2863830,41822442.00
2025-03-05,605255.SH,14.6300,15.0000,14.5200,14.9700,4385600,65402671.00
2025-03-06,605255.SH,14.9800,15.2300,14.8800,15.1000,5628800,85886284.00
2025-03-07,605255.SH,15.0400,15.4300,14.9900,15.2200,4488693,68970741.00
2025-03-10,605255.SH,15.1500,15.5800,15.0400,15.4700,4719800,73381607.00
2025-03-11,605255.SH,15.3000,15.4500,15.0300,15.3000,3854300,59180034.00
2025-03-12,605255.SH,15.3200,15.6600,15.2300,15.3400,3464400,53790887.00
2025-03-13,605255.SH,15.3400,15.4100,14.8700,15.0400,2843194,43163915.00
2025-03-14,605255.SH,15.0300,15.3800,14.8400,15.3300,3499719,53348791.00
2025-03-17,605255.SH,15.3400,15.6700,15.1700,15.6000,3588500,56104958.00
2025-03-18,605255.SH,15.6500,15.8500,15.4700,15.8500,3351000,53008308.00
2025-03-19,605255.SH,15.8700,16.2000,15.7600,15.8400,4115300,65896463.00
2025-03-20,605255.SH,15.7700,16.3500,15.7700,16.1500,4806702,77859090.00
2025-03-21,605255.SH,16.0500,16.1200,15.3800,15.4900,4350500,68523108.00
2025-03-24,605255.SH,15.4300,15.5300,14.4000,14.8600,4656100,70017428.00
2025-03-25,605255.SH,14.8300,14.9100,14.3500,14.6400,2566200,37908762.00
2025-03-26,605255.SH,14.6000,15.2700,14.5600,15.1200,2857700,43515256.00
2025-03-27,605255.SH,15.1200,15.1600,14.7400,14.8000,2094200,31446463.00
2025-03-28,605255.SH,14.7900,16.2800,14.7200,16.2800,8895200,140449947.00
2025-03-31,605255.SH,16.1200,17.8300,15.8300,17.2400,17592358,299398992.00
2025-04-01,605255.SH,16.1200,17.5200,16.0700,16.8800,12041723,202943990.00
2025-04-02,605255.SH,16.6500,17.1900,16.4600,16.6700,8967525,151552302.00
2025-04-03,605255.SH,16.3300,16.8200,16.1600,16.6800,8451183,140308597.00
2025-04-07,605255.SH,15.1200,15.4700,15.0200,15.0200,3464000,52585586.00
2025-04-08,605255.SH,14.5900,14.8400,13.5200,13.5200,6912500,95684321.00
2025-04-09,605255.SH,13.1200,13.9500,12.1700,13.6600,6601200,86263986.00
2025-04-10,605255.SH,13.6900,14.6700,13.6900,14.2800,4995400,72566906.00
